@relation jAudio
@ATTRIBUTE "Audio Format" NUMERIC
@ATTRIBUTE "Sample Rate" NUMERIC
@ATTRIBUTE "Bits Per Sample" NUMERIC
@ATTRIBUTE "Block Align" NUMERIC
@ATTRIBUTE "Byte Rate" NUMERIC
@ATTRIBUTE "Channels" NUMERIC
@ATTRIBUTE "Chunk Size" NUMERIC
@ATTRIBUTE "FFT Sample Size" NUMERIC
@ATTRIBUTE "Frames Per Second" NUMERIC
@ATTRIBUTE "Number of Frames" NUMERIC
@ATTRIBUTE "Number of Frequency Units" NUMERIC
@ATTRIBUTE "Unit Frequency" NUMERIC
@ATTRIBUTE "Time Step" NUMERIC
@ATTRIBUTE "Maximum Amplitude" NUMERIC
@ATTRIBUTE "Minimum Amplitutde" NUMERIC
@ATTRIBUTE "Mean" NUMERIC
@ATTRIBUTE "Zero Crossing Rate" NUMERIC
@ATTRIBUTE "Standard Deviation" NUMERIC
@ATTRIBUTE"Spectral Centroid" NUMERIC
@ATTRIBUTE "Audio Type" {MUSIC,SPEECH}
@DATA
1,16000,16,2,32000,1,128164,1024,15,62,512,15.625,0.1,23799,2522,-1.4040877411772797E-4,15708.0,0.11653729965249275,31913.37893111244,MUSIC
1,16000,16,2,32000,1,128034,1024,15,62,512,15.625,0.1,57678,57774,1.3190904731543658E-4,6177.0,0.09838725202909553,33185.37967328745,MUSIC
1,16000,16,2,32000,1,128034,1024,15,62,512,15.625,0.1,45811,38567,1.7567909081098922E-5,5945.0,0.08861500323840248,33337.5479519734,MUSIC
1,16000,16,2,32000,1,128034,1024,15,62,512,15.625,0.1,62583,9203,-1.3811327252183628E-5,7308.0,0.08330580215484096,32502.304921224062,MUSIC
1,16000,16,2,32000,1,128036,1024,15,62,512,15.625,0.1,5179,570,-1.9807815551757812E-5,6459.0,0.028359184465216403,29805.354994094916,MUSIC
1,16000,16,2,32000,1,128034,1024,15,62,512,15.625,0.1,17878,7171,1.1837953522711293E-4,3637.0,0.10491896726184412,33329.31174735709,MUSIC
1,16000,16,2,32000,1,128034,1024,15,62,512,15.625,0.1,35018,52562,6.287100799426553E-5,8247.0,0.021704941919091985,36045.58138019541,MUSIC
1,16000,16,2,32000,1,128164,1024,15,62,512,15.625,0.1,40416,40488,-6.075029249315138E-6,13222.0,0.029439069281830096,34461.029965384696,MUSIC
1,16000,16,2,32000,1,128164,1024,15,62,512,15.625,0.1,38974,8474,5.248019268939069E-5,5911.0,0.04716571021587208,32282.133932846977,MUSIC
1,16000,16,2,32000,1,128034,1024,15,62,512,15.625,0.1,56018,10,-2.9980364988613104E-4,7953.0,0.07828860885495284,34793.831563543805,MUSIC
